id,type,amount,tourist_id,zone,timestamp
33,TICKET_SALE,25.0,20,Arrival Zone,2026-05-21T17:28:55.569821907
34,SOUVENIR_SALE,15.0,2,Central Hub,2026-05-21T17:28:55.569870890
35,SOUVENIR_SALE,15.0,4,Central Hub,2026-05-21T17:28:55.569927131
36,SOUVENIR_SALE,15.0,6,Central Hub,2026-05-21T17:28:55.569997536
37,SOUVENIR_SALE,15.0,8,Central Hub,2026-05-21T17:28:55.570077888
38,SOUVENIR_SALE,15.0,9,Central Hub,2026-05-21T17:28:55.570147823
39,SOUVENIR_SALE,15.0,16,Central Hub,2026-05-21T17:28:55.570229731
40,SOUVENIR_SALE,15.0,17,Central Hub,2026-05-21T17:28:55.570453866
41,SOUVENIR_SALE,15.0,18,Central Hub,2026-05-21T17:28:55.570525084
42,SOUVENIR_SALE,15.0,19,Central Hub,2026-05-21T17:28:55.570586431
43,TICKET_SALE,25.0,21,Arrival Zone,2026-05-21T17:28:55.570667200
44,TICKET_SALE,25.0,22,Arrival Zone,2026-05-21T17:28:55.570716660
45,TICKET_SALE,25.0,23,Arrival Zone,2026-05-21T17:28:55.570782779
46,TICKET_SALE,25.0,24,Arrival Zone,2026-05-21T17:28:55.570877976
47,TICKET_SALE,25.0,25,Arrival Zone,2026-05-21T17:28:55.570922110
48,SOUVENIR_SALE,15.0,1,Central Hub,2026-05-21T17:28:55.570971119
49,SPA_SERVICE,20.0,1,Bathroom Zone,2026-05-21T17:28:55.571057993
50,SPA_SERVICE,20.0,4,Bathroom Zone,2026-05-21T17:28:55.571134777
51,SOUVENIR_SALE,15.0,7,Central Hub,2026-05-21T17:28:55.571203951
52,SOUVENIR_SALE,15.0,10,Central Hub,2026-05-21T17:28:55.571315296
53,SOUVENIR_SALE,15.0,15,Central Hub,2026-05-21T17:28:55.571422401
54,SOUVENIR_SALE,15.0,17,Central Hub,2026-05-21T17:28:55.571486685
55,SOUVENIR_SALE,15.0,18,Central Hub,2026-05-21T17:28:55.571529035
56,TICKET_SALE,25.0,26,Arrival Zone,2026-05-21T17:28:55.571612426
57,TICKET_SALE,25.0,27,Arrival Zone,2026-05-21T17:28:55.571661338
58,TICKET_SALE,25.0,28,Arrival Zone,2026-05-21T17:28:55.571732355
59,TICKET_SALE,25.0,29,Arrival Zone,2026-05-21T17:28:55.571776933
60,TICKET_SALE,25.0,30,Arrival Zone,2026-05-21T17:28:55.571813716
61,SOUVENIR_SALE,15.0,1,Central Hub,2026-05-21T17:28:55.571875642
62,SOUVENIR_SALE,15.0,2,Central Hub,2026-05-21T17:28:55.571932379
63,SOUVENIR_SALE,15.0,3,Central Hub,2026-05-21T17:28:55.572028531
64,SOUVENIR_SALE,15.0,5,Central Hub,2026-05-21T17:28:55.572135991
65,SOUVENIR_SALE,15.0,7,Central Hub,2026-05-21T17:28:55.572208530
66,SOUVENIR_SALE,15.0,9,Central Hub,2026-05-21T17:28:55.572259906
67,SOUVENIR_SALE,15.0,10,Central Hub,2026-05-21T17:28:55.572299275
68,SOUVENIR_SALE,15.0,13,Central Hub,2026-05-21T17:28:55.572342978
69,SOUVENIR_SALE,15.0,16,Central Hub,2026-05-21T17:28:55.572387074
70,SOUVENIR_SALE,15.0,18,Central Hub,2026-05-21T17:28:55.572452996
71,SOUVENIR_SALE,15.0,22,Central Hub,2026-05-21T17:28:55.572542976
72,SOUVENIR_SALE,15.0,28,Central Hub,2026-05-21T17:28:55.572640543
73,SOUVENIR_SALE,15.0,29,Central Hub,2026-05-21T17:28:55.572712419
74,TICKET_SALE,25.0,31,Arrival Zone,2026-05-21T17:28:55.572786794
75,TICKET_SALE,25.0,32,Arrival Zone,2026-05-21T17:28:55.572830862
76,TICKET_SALE,25.0,33,Arrival Zone,2026-05-21T17:28:55.572882989
77,TICKET_SALE,25.0,34,Arrival Zone,2026-05-21T17:28:55.572967354
78,TICKET_SALE,25.0,35,Arrival Zone,2026-05-21T17:28:55.573004995
79,SOUVENIR_SALE,15.0,1,Central Hub,2026-05-21T17:28:55.573097606
80,SOUVENIR_SALE,15.0,6,Central Hub,2026-05-21T17:28:55.573146950
81,SOUVENIR_SALE,15.0,7,Central Hub,2026-05-21T17:28:55.573203184
82,SOUVENIR_SALE,15.0,10,Central Hub,2026-05-21T17:28:55.573262829
83,SOUVENIR_SALE,15.0,13,Central Hub,2026-05-21T17:28:55.573494549
84,SOUVENIR_SALE,15.0,16,Central Hub,2026-05-21T17:28:55.574092090
85,SOUVENIR_SALE,15.0,17,Central Hub,2026-05-21T17:28:55.574276190
86,SOUVENIR_SALE,15.0,18,Central Hub,2026-05-21T17:28:55.574501309
87,SOUVENIR_SALE,15.0,22,Central Hub,2026-05-21T17:28:55.574560633
88,SOUVENIR_SALE,15.0,28,Central Hub,2026-05-21T17:28:55.574616431
89,TICKET_SALE,25.0,36,Arrival Zone,2026-05-21T17:28:55.574817096
90,TICKET_SALE,25.0,37,Arrival Zone,2026-05-21T17:28:55.574887894
91,TICKET_SALE,25.0,38,Arrival Zone,2026-05-21T17:28:55.575079306
92,TICKET_SALE,25.0,39,Arrival Zone,2026-05-21T17:28:55.575539253
93,TICKET_SALE,25.0,40,Arrival Zone,2026-05-21T17:28:55.575822522
94,SOUVENIR_SALE,15.0,1,Central Hub,2026-05-21T17:28:55.576424802
95,SPA_SERVICE,20.0,2,Bathroom Zone,2026-05-21T17:28:55.576677949
96,SOUVENIR_SALE,15.0,3,Central Hub,2026-05-21T17:28:55.577075953
97,SOUVENIR_SALE,15.0,5,Central Hub,2026-05-21T17:28:55.577165991
98,SPA_SERVICE,20.0,9,Bathroom Zone,2026-05-21T17:28:55.577238014
99,SOUVENIR_SALE,15.0,16,Central Hub,2026-05-21T17:28:55.577295360
100,SOUVENIR_SALE,15.0,18,Central Hub,2026-05-21T17:28:55.577381751
101,SOUVENIR_SALE,15.0,20,Central Hub,2026-05-21T17:28:55.577516696
102,SOUVENIR_SALE,15.0,21,Central Hub,2026-05-21T17:28:55.577580558
103,SOUVENIR_SALE,15.0,22,Central Hub,2026-05-21T17:28:55.577636473
104,SOUVENIR_SALE,15.0,24,Central Hub,2026-05-21T17:28:55.577694442
105,SOUVENIR_SALE,15.0,27,Central Hub,2026-05-21T17:28:55.577737996
106,SOUVENIR_SALE,15.0,33,Central Hub,2026-05-21T17:28:55.577780769
107,SOUVENIR_SALE,15.0,35,Central Hub,2026-05-21T17:28:55.577862439
108,SOUVENIR_SALE,15.0,36,Central Hub,2026-05-21T17:28:55.577956355
109,SOUVENIR_SALE,15.0,39,Central Hub,2026-05-21T17:28:55.577997339
110,TICKET_SALE,25.0,41,Arrival Zone,2026-05-21T17:28:55.578396137
111,TICKET_SALE,25.0,42,Arrival Zone,2026-05-21T17:28:55.578578170
112,TICKET_SALE,25.0,43,Arrival Zone,2026-05-21T17:28:55.578648920
113,TICKET_SALE,25.0,44,Arrival Zone,2026-05-21T17:28:55.578933334
114,TICKET_SALE,25.0,45,Arrival Zone,2026-05-21T17:28:55.579141933
115,SOUVENIR_SALE,15.0,1,Central Hub,2026-05-21T17:28:55.579209397
116,SOUVENIR_SALE,15.0,2,Central Hub,2026-05-21T17:28:55.579286249
117,SOUVENIR_SALE,15.0,3,Central Hub,2026-05-21T17:28:55.579328298
118,SOUVENIR_SALE,15.0,7,Central Hub,2026-05-21T17:28:55.579370148
119,SOUVENIR_SALE,15.0,8,Central Hub,2026-05-21T17:28:55.579423255
120,SOUVENIR_SALE,15.0,15,Central Hub,2026-05-21T17:28:55.579514136
121,SOUVENIR_SALE,15.0,19,Central Hub,2026-05-21T17:28:55.579598833
122,SOUVENIR_SALE,15.0,24,Central Hub,2026-05-21T17:28:55.579663877
123,SOUVENIR_SALE,15.0,25,Central Hub,2026-05-21T17:28:55.580044753
124,SOUVENIR_SALE,15.0,31,Central Hub,2026-05-21T17:28:55.580469289
125,SOUVENIR_SALE,15.0,33,Central Hub,2026-05-21T17:28:55.580681747
126,SOUVENIR_SALE,15.0,35,Central Hub,2026-05-21T17:28:55.580968247
127,SOUVENIR_SALE,15.0,38,Central Hub,2026-05-21T17:28:55.581083886
128,SOUVENIR_SALE,15.0,39,Central Hub,2026-05-21T17:28:55.581162863
129,SOUVENIR_SALE,15.0,40,Central Hub,2026-05-21T17:28:55.581713544
130,SOUVENIR_SALE,15.0,42,Central Hub,2026-05-21T17:28:55.581996588
131,TICKET_SALE,25.0,46,Arrival Zone,2026-05-21T17:28:55.582684523
132,TICKET_SALE,25.0,47,Arrival Zone,2026-05-21T17:28:55.583059019
133,TICKET_SALE,25.0,48,Arrival Zone,2026-05-21T17:28:55.583130604
134,TICKET_SALE,25.0,49,Arrival Zone,2026-05-21T17:28:55.583173029
135,TICKET_SALE,25.0,50,Arrival Zone,2026-05-21T17:28:55.583226121
136,SOUVENIR_SALE,15.0,1,Central Hub,2026-05-21T17:28:55.583281480
137,SOUVENIR_SALE,15.0,3,Central Hub,2026-05-21T17:28:55.583322772
138,SOUVENIR_SALE,15.0,4,Central Hub,2026-05-21T17:28:55.583412629
139,SOUVENIR_SALE,15.0,5,Central Hub,2026-05-21T17:28:55.583456555
140,SOUVENIR_SALE,15.0,6,Central Hub,2026-05-21T17:28:55.583492639
141,SOUVENIR_SALE,15.0,10,Central Hub,2026-05-21T17:28:55.583542635
142,SOUVENIR_SALE,15.0,16,Central Hub,2026-05-21T17:28:55.583583375
143,SOUVENIR_SALE,15.0,17,Central Hub,2026-05-21T17:28:55.583628577
144,SOUVENIR_SALE,15.0,19,Central Hub,2026-05-21T17:28:55.583669122
145,SOUVENIR_SALE,15.0,30,Central Hub,2026-05-21T17:28:55.583733083
146,SOUVENIR_SALE,15.0,31,Central Hub,2026-05-21T17:28:55.583799907
147,SOUVENIR_SALE,15.0,34,Central Hub,2026-05-21T17:28:55.583878340
148,SOUVENIR_SALE,15.0,36,Central Hub,2026-05-21T17:28:55.583924684
149,SOUVENIR_SALE,15.0,37,Central Hub,2026-05-21T17:28:55.584163284
150,SOUVENIR_SALE,15.0,39,Central Hub,2026-05-21T17:28:55.584236980
151,SOUVENIR_SALE,15.0,40,Central Hub,2026-05-21T17:28:55.584371561
152,SOUVENIR_SALE,15.0,41,Central Hub,2026-05-21T17:28:55.584442463
153,SOUVENIR_SALE,15.0,48,Central Hub,2026-05-21T17:28:55.584564007
154,SOUVENIR_SALE,15.0,49,Central Hub,2026-05-21T17:28:55.584702113
155,SOUVENIR_SALE,15.0,2,Central Hub,2026-05-21T17:28:55.584808350
156,SOUVENIR_SALE,15.0,3,Central Hub,2026-05-21T17:28:55.584881008
157,SPA_SERVICE,20.0,3,Bathroom Zone,2026-05-21T17:28:55.584935400
158,SPA_SERVICE,20.0,4,Bathroom Zone,2026-05-21T17:28:55.584971722
159,SOUVENIR_SALE,15.0,6,Central Hub,2026-05-21T17:28:55.585003765
160,SOUVENIR_SALE,15.0,7,Central Hub,2026-05-21T17:28:55.585031876
161,SOUVENIR_SALE,15.0,8,Central Hub,2026-05-21T17:28:55.585063131
162,SOUVENIR_SALE,15.0,9,Central Hub,2026-05-21T17:28:55.585092345
163,SOUVENIR_SALE,15.0,15,Central Hub,2026-05-21T17:28:55.585125083
164,SOUVENIR_SALE,15.0,16,Central Hub,2026-05-21T17:28:55.585168716
165,SOUVENIR_SALE,15.0,23,Central Hub,2026-05-21T17:28:55.585213703
166,SOUVENIR_SALE,15.0,24,Central Hub,2026-05-21T17:28:55.585258574
167,SOUVENIR_SALE,15.0,25,Central Hub,2026-05-21T17:28:55.585315187
168,SOUVENIR_SALE,15.0,26,Central Hub,2026-05-21T17:28:55.585482991
169,SOUVENIR_SALE,15.0,28,Central Hub,2026-05-21T17:28:55.585538888
170,SOUVENIR_SALE,15.0,29,Central Hub,2026-05-21T17:28:55.585568663
171,SOUVENIR_SALE,15.0,31,Central Hub,2026-05-21T17:28:55.585594824
172,SOUVENIR_SALE,15.0,35,Central Hub,2026-05-21T17:28:55.585625884
173,SOUVENIR_SALE,15.0,36,Central Hub,2026-05-21T17:28:55.585677477
174,SOUVENIR_SALE,15.0,45,Central Hub,2026-05-21T17:28:55.585772402
175,SOUVENIR_SALE,15.0,46,Central Hub,2026-05-21T17:28:55.585810337
176,SOUVENIR_SALE,15.0,49,Central Hub,2026-05-21T17:28:55.585868792
177,SOUVENIR_SALE,15.0,2,Central Hub,2026-05-21T17:28:55.585925775
178,SOUVENIR_SALE,15.0,4,Central Hub,2026-05-21T17:28:55.585958203
179,SOUVENIR_SALE,15.0,8,Central Hub,2026-05-21T17:28:55.586009973
180,SOUVENIR_SALE,15.0,11,Central Hub,2026-05-21T17:28:55.586047786
181,SOUVENIR_SALE,15.0,13,Central Hub,2026-05-21T17:28:55.586096554
182,SOUVENIR_SALE,15.0,15,Central Hub,2026-05-21T17:28:55.586134148
183,SOUVENIR_SALE,15.0,19,Central Hub,2026-05-21T17:28:55.586162668
184,SOUVENIR_SALE,15.0,28,Central Hub,2026-05-21T17:28:55.586195190
185,SOUVENIR_SALE,15.0,33,Central Hub,2026-05-21T17:28:55.586238306
186,SOUVENIR_SALE,15.0,39,Central Hub,2026-05-21T17:28:55.586267605
187,SOUVENIR_SALE,15.0,41,Central Hub,2026-05-21T17:28:55.586293300
188,SOUVENIR_SALE,15.0,44,Central Hub,2026-05-21T17:28:55.586319420
189,SOUVENIR_SALE,15.0,45,Central Hub,2026-05-21T17:28:55.586413758
190,SOUVENIR_SALE,15.0,47,Central Hub,2026-05-21T17:28:55.586503182
191,SOUVENIR_SALE,15.0,1,Central Hub,2026-05-21T17:28:55.586585672
192,SOUVENIR_SALE,15.0,4,Central Hub,2026-05-21T17:28:55.586625844
193,SOUVENIR_SALE,15.0,6,Central Hub,2026-05-21T17:28:55.586657431
194,SOUVENIR_SALE,15.0,9,Central Hub,2026-05-21T17:28:55.586685871
195,SOUVENIR_SALE,15.0,11,Central Hub,2026-05-21T17:28:55.586712905
196,SOUVENIR_SALE,15.0,13,Central Hub,2026-05-21T17:28:55.586737032
197,SOUVENIR_SALE,15.0,14,Central Hub,2026-05-21T17:28:55.587114787
198,SOUVENIR_SALE,15.0,16,Central Hub,2026-05-21T17:28:55.587292213
199,SOUVENIR_SALE,15.0,21,Central Hub,2026-05-21T17:28:55.587395819
200,SOUVENIR_SALE,15.0,23,Central Hub,2026-05-21T17:28:55.587481377
201,SOUVENIR_SALE,15.0,29,Central Hub,2026-05-21T17:28:55.587535032
202,SOUVENIR_SALE,15.0,30,Central Hub,2026-05-21T17:28:55.587596284
203,SOUVENIR_SALE,15.0,36,Central Hub,2026-05-21T17:28:55.587676774
204,SOUVENIR_SALE,15.0,37,Central Hub,2026-05-21T17:28:55.587801933
205,SOUVENIR_SALE,15.0,41,Central Hub,2026-05-21T17:28:55.587981057
206,SOUVENIR_SALE,15.0,42,Central Hub,2026-05-21T17:28:55.588055373
207,SOUVENIR_SALE,15.0,48,Central Hub,2026-05-21T17:28:55.588095783
208,SOUVENIR_SALE,15.0,2,Central Hub,2026-05-21T17:28:55.592966622
209,SPA_SERVICE,20.0,4,Bathroom Zone,2026-05-21T17:28:55.593020766
210,SOUVENIR_SALE,15.0,7,Central Hub,2026-05-21T17:28:55.593054290
211,SOUVENIR_SALE,15.0,8,Central Hub,2026-05-21T17:28:55.593084679
212,SOUVENIR_SALE,15.0,9,Central Hub,2026-05-21T17:28:55.593110110
213,SOUVENIR_SALE,15.0,12,Central Hub,2026-05-21T17:28:55.593141885
214,SOUVENIR_SALE,15.0,15,Central Hub,2026-05-21T17:28:55.593167833
215,SOUVENIR_SALE,15.0,19,Central Hub,2026-05-21T17:28:55.593199081
216,SOUVENIR_SALE,15.0,20,Central Hub,2026-05-21T17:28:55.593226588
217,SOUVENIR_SALE,15.0,21,Central Hub,2026-05-21T17:28:55.593249367
218,SOUVENIR_SALE,15.0,23,Central Hub,2026-05-21T17:28:55.593272477
219,SOUVENIR_SALE,15.0,25,Central Hub,2026-05-21T17:28:55.593552120
220,SOUVENIR_SALE,15.0,26,Central Hub,2026-05-21T17:28:55.593738
221,SOUVENIR_SALE,15.0,29,Central Hub,2026-05-21T17:28:55.593785294
222,SOUVENIR_SALE,15.0,35,Central Hub,2026-05-21T17:28:55.593810915
223,SOUVENIR_SALE,15.0,37,Central Hub,2026-05-21T17:28:55.593842311
224,SOUVENIR_SALE,15.0,38,Central Hub,2026-05-21T17:28:55.593863056
225,SOUVENIR_SALE,15.0,45,Central Hub,2026-05-21T17:28:55.593885814
226,SOUVENIR_SALE,15.0,48,Central Hub,2026-05-21T17:28:55.593908569
227,SOUVENIR_SALE,15.0,1,Central Hub,2026-05-21T17:28:55.593948977
228,SOUVENIR_SALE,15.0,2,Central Hub,2026-05-21T17:28:55.593976049
229,SOUVENIR_SALE,15.0,4,Central Hub,2026-05-21T17:28:55.594002491
230,SOUVENIR_SALE,15.0,5,Central Hub,2026-05-21T17:28:55.594051843
231,SOUVENIR_SALE,15.0,7,Central Hub,2026-05-21T17:28:55.594091879
232,SOUVENIR_SALE,15.0,9,Central Hub,2026-05-21T17:28:55.594127255
233,SOUVENIR_SALE,15.0,13,Central Hub,2026-05-21T17:28:55.594152902
234,SOUVENIR_SALE,15.0,15,Central Hub,2026-05-21T17:28:55.594177719
235,SOUVENIR_SALE,15.0,17,Central Hub,2026-05-21T17:28:55.594203934
236,SOUVENIR_SALE,15.0,20,Central Hub,2026-05-21T17:28:55.594426003
237,SOUVENIR_SALE,15.0,21,Central Hub,2026-05-21T17:28:55.594504283
238,SOUVENIR_SALE,15.0,22,Central Hub,2026-05-21T17:28:55.594531927
239,SOUVENIR_SALE,15.0,24,Central Hub,2026-05-21T17:28:55.594574893
240,SOUVENIR_SALE,15.0,26,Central Hub,2026-05-21T17:28:55.594599923
241,SOUVENIR_SALE,15.0,30,Central Hub,2026-05-21T17:28:55.594633543
242,SOUVENIR_SALE,15.0,32,Central Hub,2026-05-21T17:28:55.594657398
243,SOUVENIR_SALE,15.0,36,Central Hub,2026-05-21T17:28:55.594690296
244,SOUVENIR_SALE,15.0,37,Central Hub,2026-05-21T17:28:55.594715965
245,SOUVENIR_SALE,15.0,38,Central Hub,2026-05-21T17:28:55.594758211
246,SOUVENIR_SALE,15.0,41,Central Hub,2026-05-21T17:28:55.594785499
247,SOUVENIR_SALE,15.0,43,Central Hub,2026-05-21T17:28:55.594811493
248,SOUVENIR_SALE,15.0,45,Central Hub,2026-05-21T17:28:55.594836549
249,SOUVENIR_SALE,15.0,46,Central Hub,2026-05-21T17:28:55.594864282
250,SOUVENIR_SALE,15.0,47,Central Hub,2026-05-21T17:28:55.594887153
251,SOUVENIR_SALE,15.0,50,Central Hub,2026-05-21T17:28:55.595490514
252,SOUVENIR_SALE,15.0,3,Central Hub,2026-05-21T17:28:55.595899568
253,SOUVENIR_SALE,15.0,6,Central Hub,2026-05-21T17:28:55.596284880
254,SOUVENIR_SALE,15.0,8,Central Hub,2026-05-21T17:28:55.596396445
255,SOUVENIR_SALE,15.0,12,Central Hub,2026-05-21T17:28:55.596452707
256,SOUVENIR_SALE,15.0,16,Central Hub,2026-05-21T17:28:55.596510920
257,SOUVENIR_SALE,15.0,17,Central Hub,2026-05-21T17:28:55.597088030
258,SOUVENIR_SALE,15.0,20,Central Hub,2026-05-21T17:28:55.597335434
259,SOUVENIR_SALE,15.0,27,Central Hub,2026-05-21T17:28:55.597502931
260,SOUVENIR_SALE,15.0,29,Central Hub,2026-05-21T17:28:55.597834634
261,SOUVENIR_SALE,15.0,30,Central Hub,2026-05-21T17:28:55.598056223
262,SOUVENIR_SALE,15.0,32,Central Hub,2026-05-21T17:28:55.598090476
263,SOUVENIR_SALE,15.0,34,Central Hub,2026-05-21T17:28:55.598172102
264,SOUVENIR_SALE,15.0,35,Central Hub,2026-05-21T17:28:55.598197795
265,SOUVENIR_SALE,15.0,36,Central Hub,2026-05-21T17:28:55.598218038
266,SOUVENIR_SALE,15.0,38,Central Hub,2026-05-21T17:28:55.598321494
267,SOUVENIR_SALE,15.0,40,Central Hub,2026-05-21T17:28:55.598354089
268,SOUVENIR_SALE,15.0,43,Central Hub,2026-05-21T17:28:55.598379569
269,SOUVENIR_SALE,15.0,50,Central Hub,2026-05-21T17:28:55.598402233
270,SPA_SERVICE,20.0,3,Bathroom Zone,2026-05-21T17:28:55.598461150
271,SPA_SERVICE,20.0,4,Bathroom Zone,2026-05-21T17:28:55.598491012
272,SOUVENIR_SALE,15.0,5,Central Hub,2026-05-21T17:28:55.598524619
273,SOUVENIR_SALE,15.0,8,Central Hub,2026-05-21T17:28:55.598550975
274,SPA_SERVICE,20.0,9,Bathroom Zone,2026-05-21T17:28:55.598572054
275,SOUVENIR_SALE,15.0,10,Central Hub,2026-05-21T17:28:55.598592261
276,SOUVENIR_SALE,15.0,11,Central Hub,2026-05-21T17:28:55.598615005
277,SOUVENIR_SALE,15.0,12,Central Hub,2026-05-21T17:28:55.598633515
278,SOUVENIR_SALE,15.0,13,Central Hub,2026-05-21T17:28:55.598653534
279,SOUVENIR_SALE,15.0,16,Central Hub,2026-05-21T17:28:55.598678493
280,SOUVENIR_SALE,15.0,22,Central Hub,2026-05-21T17:28:55.598698807
281,SOUVENIR_SALE,15.0,24,Central Hub,2026-05-21T17:28:55.598718056
282,SOUVENIR_SALE,15.0,27,Central Hub,2026-05-21T17:28:55.598739551
283,SOUVENIR_SALE,15.0,31,Central Hub,2026-05-21T17:28:55.598760594
284,SOUVENIR_SALE,15.0,34,Central Hub,2026-05-21T17:28:55.598778788
285,SOUVENIR_SALE,15.0,39,Central Hub,2026-05-21T17:28:55.598800447
286,SOUVENIR_SALE,15.0,40,Central Hub,2026-05-21T17:28:55.598816147
287,SOUVENIR_SALE,15.0,2,Central Hub,2026-05-21T17:28:55.598860286
288,SOUVENIR_SALE,15.0,7,Central Hub,2026-05-21T17:28:55.598889125
289,SOUVENIR_SALE,15.0,12,Central Hub,2026-05-21T17:28:55.598907966
290,SOUVENIR_SALE,15.0,21,Central Hub,2026-05-21T17:28:55.598929041
291,SOUVENIR_SALE,15.0,22,Central Hub,2026-05-21T17:28:55.598945709
292,SOUVENIR_SALE,15.0,23,Central Hub,2026-05-21T17:28:55.598962869
293,SOUVENIR_SALE,15.0,24,Central Hub,2026-05-21T17:28:55.598980865
294,SOUVENIR_SALE,15.0,27,Central Hub,2026-05-21T17:28:55.598997650
295,SOUVENIR_SALE,15.0,29,Central Hub,2026-05-21T17:28:55.599017194
296,SOUVENIR_SALE,15.0,34,Central Hub,2026-05-21T17:28:55.599037136
297,SOUVENIR_SALE,15.0,35,Central Hub,2026-05-21T17:28:55.599054342
298,SOUVENIR_SALE,15.0,36,Central Hub,2026-05-21T17:28:55.599071305
299,SOUVENIR_SALE,15.0,39,Central Hub,2026-05-21T17:28:55.599090202
300,SOUVENIR_SALE,15.0,42,Central Hub,2026-05-21T17:28:55.599109852
301,SOUVENIR_SALE,15.0,43,Central Hub,2026-05-21T17:28:55.599124718
302,SOUVENIR_SALE,15.0,44,Central Hub,2026-05-21T17:28:55.599138968
303,SOUVENIR_SALE,15.0,46,Central Hub,2026-05-21T17:28:55.599155586
304,SOUVENIR_SALE,15.0,47,Central Hub,2026-05-21T17:28:55.599172627
305,SOUVENIR_SALE,15.0,49,Central Hub,2026-05-21T17:28:55.599188369
306,SOUVENIR_SALE,15.0,1,Central Hub,2026-05-21T17:28:55.599230741
307,SOUVENIR_SALE,15.0,5,Central Hub,2026-05-21T17:28:55.599254894
308,SOUVENIR_SALE,15.0,6,Central Hub,2026-05-21T17:28:55.599278990
309,SOUVENIR_SALE,15.0,11,Central Hub,2026-05-21T17:28:55.599296842
310,SOUVENIR_SALE,15.0,12,Central Hub,2026-05-21T17:28:55.599313260
311,SOUVENIR_SALE,15.0,13,Central Hub,2026-05-21T17:28:55.599331259
312,SOUVENIR_SALE,15.0,15,Central Hub,2026-05-21T17:28:55.599355826
313,SOUVENIR_SALE,15.0,17,Central Hub,2026-05-21T17:28:55.599376129
314,SOUVENIR_SALE,15.0,24,Central Hub,2026-05-21T17:28:55.599397076
315,SOUVENIR_SALE,15.0,27,Central Hub,2026-05-21T17:28:55.599412481
316,SOUVENIR_SALE,15.0,29,Central Hub,2026-05-21T17:28:55.599428727
317,SOUVENIR_SALE,15.0,30,Central Hub,2026-05-21T17:28:55.599446223
318,SOUVENIR_SALE,15.0,31,Central Hub,2026-05-21T17:28:55.599465225
319,SOUVENIR_SALE,15.0,32,Central Hub,2026-05-21T17:28:55.599480905
320,SOUVENIR_SALE,15.0,34,Central Hub,2026-05-21T17:28:55.599499088
321,SOUVENIR_SALE,15.0,35,Central Hub,2026-05-21T17:28:55.599514904
322,SOUVENIR_SALE,15.0,38,Central Hub,2026-05-21T17:28:55.599532348
323,SOUVENIR_SALE,15.0,40,Central Hub,2026-05-21T17:28:55.599558081
324,SOUVENIR_SALE,15.0,50,Central Hub,2026-05-21T17:28:55.599578953
325,SOUVENIR_SALE,15.0,1,Central Hub,2026-05-21T17:28:55.599608467
